company_id,contract_months,monthly_fee,active_users_ratio,login_freq_per_week,feature_usage_score,support_tickets_90d,nps_score,payment_delays_count,churned
C-4237,4,63051,0.35,13.3,0.11,14,7,2,0
C-4238,17,69595,0.62,9.5,0.38,2,7,4,0
C-4239,19,83210,0.73,7.0,0.74,7,7,1,0
C-4240,5,48094,0.69,5.3,0.83,6,6,1,0
C-4241,32,92889,0.14,7.1,0.01,17,6,2,1
C-4242,22,9535,0.19,3.1,0.33,9,1,0,0
C-4243,6,61035,0.22,5.2,0.42,9,8,1,0
C-4244,35,52367,0.18,10.2,0.91,18,6,2,0
C-4245,22,22118,0.26,3.4,0.5,0,4,0,0
C-4246,1,64812,0.72,4.1,0.27,1,3,0,0
C-4247,20,64884,0.85,10.6,0.39,0,7,1,0
C-4248,22,71168,0.47,2.9,0.44,8,4,0,0
C-4249,11,18280,0.72,3.8,0.67,14,5,1,0
C-4250,13,19746,0.28,0.7,0.04,17,3,1,1
C-4251,3,58251,0.98,10.2,0.39,17,1,3,0
C-4252,9,89821,0.41,8.8,0.65,6,6,4,1
C-4253,12,88583,0.86,9.9,0.28,13,1,4,1
C-4254,23,15207,0.95,3.4,0.59,17,10,3,1
C-4255,14,76127,0.88,9.8,0.36,19,6,1,0
C-4256,33,32757,0.16,8.6,0.76,18,6,2,1
C-4257,18,21226,0.69,5.4,0.06,4,0,0,1
C-4258,9,66407,0.21,6.4,0.92,8,9,3,1
C-4259,23,32206,0.11,8.2,0.17,17,9,3,1
C-4260,10,25256,0.15,7.2,0.16,12,2,3,1
C-4261,19,38822,0.92,9.2,0.84,4,2,3,1
C-4262,5,46340,0.92,2.9,0.87,19,10,4,1
C-4263,23,57234,0.3,7.8,0.09,14,5,1,0
C-4264,30,48351,0.59,6.6,0.91,18,10,3,0
C-4265,25,53671,0.96,6.7,0.27,19,2,3,1
C-4266,28,80320,0.55,6.8,0.62,10,8,3,0
C-4267,34,40157,0.45,12.4,0.07,8,4,2,0
C-4268,25,24937,0.53,11.6,0.38,15,5,2,0
C-4269,10,59290,0.81,9.0,0.45,10,5,0,0
C-4270,14,51707,0.53,10.2,0.6,1,7,1,0
C-4271,30,16219,0.8,1.1,0.53,7,9,3,1
C-4272,25,14399,0.49,10.5,0.46,4,10,0,0
C-4273,14,32657,0.33,7.1,0.96,10,2,0,0
C-4274,35,25047,0.39,4.8,0.19,10,8,1,0
C-4275,34,81095,0.17,2.4,0.16,8,6,2,1
C-4276,10,90693,0.55,1.5,0.71,10,10,1,0
C-4277,35,77154,0.23,1.1,0.07,4,5,0,1
C-4278,11,49891,0.83,2.7,0.48,8,10,1,0
C-4279,11,11780,0.48,0.9,0.48,0,0,2,1
C-4280,21,32050,0.79,10.4,0.31,9,3,0,0
C-4281,21,78551,0.96,3.9,0.93,7,4,1,0
C-4282,22,73666,0.86,5.5,0.28,18,1,3,1
C-4283,7,98619,0.96,11.6,0.29,15,0,3,1
C-4284,17,87016,0.61,2.0,0.23,12,1,1,0
C-4285,2,58010,0.25,11.8,0.15,4,7,1,0
C-4286,12,43165,0.94,9.1,0.36,17,9,2,0
C-4287,18,16528,0.88,5.1,0.68,8,5,0,0
C-4288,11,54608,0.88,2.1,0.74,3,9,1,1
C-4289,16,10914,0.72,1.7,0.81,13,1,0,1
C-4290,18,42136,0.66,5.0,0.2,6,8,3,0
C-4291,35,16179,0.11,2.4,0.04,11,7,0,1
C-4292,26,91008,0.77,4.1,0.97,6,3,4,0
C-4293,16,17076,0.18,1.2,0.01,10,10,2,1
C-4294,6,29783,0.33,8.5,0.96,14,9,2,0
C-4295,12,51716,0.6,2.5,0.83,6,6,0,0
C-4296,13,55298,0.51,10.7,0.91,19,2,2,0
C-4297,4,59304,0.11,3.4,0.39,16,5,0,1
C-4298,2,84360,0.84,11.3,0.2,4,2,0,0
C-4299,26,74835,0.89,3.1,0.61,7,9,3,0
C-4300,27,13118,0.71,10.2,0.74,9,2,0,0
C-4301,27,81292,0.59,5.0,0.13,5,10,2,1
C-4302,15,61911,0.96,8.4,0.8,1,8,4,0
C-4303,8,78489,0.21,1.0,0.21,4,5,1,1
C-4304,7,20185,0.76,7.2,0.49,9,7,2,1
C-4305,12,46792,0.22,2.5,0.86,2,3,4,1
C-4306,13,85210,0.44,7.1,0.19,12,3,2,1
C-4307,17,55613,0.63,2.4,0.24,15,7,4,0
C-4308,17,38927,0.76,6.4,0.06,14,6,2,1
C-4309,21,5386,0.1,2.0,0.15,1,4,1,1
C-4310,8,97153,0.33,3.5,0.15,2,1,3,1
C-4311,5,77728,0.58,8.5,0.2,19,5,3,1
C-4312,26,81281,0.58,13.7,0.29,17,0,1,1
C-4313,16,35020,0.67,6.6,0.81,19,6,2,0
C-4314,28,47678,0.37,9.8,0.92,19,8,4,1
C-4315,29,91695,0.59,7.8,0.41,14,4,0,0
C-4316,12,66394,0.27,7.2,0.13,4,4,2,1
C-4317,30,73945,0.27,1.4,0.22,10,6,1,0
C-4318,23,61414,0.62,2.4,0.74,2,4,3,0
C-4319,16,59816,0.72,12.4,0.68,8,9,3,1
C-4320,14,60918,0.21,6.0,0.97,6,3,2,1
C-4321,10,96281,0.21,8.8,0.01,1,0,4,1
C-4322,7,67694,0.61,7.6,0.75,14,5,1,0
C-4323,29,34455,0.34,5.6,0.51,11,8,1,0
C-4324,3,43735,0.45,5.7,0.9,15,3,4,0
C-4325,15,99702,0.46,8.0,0.58,15,9,4,1
C-4326,19,98608,0.26,2.4,0.45,15,10,2,1
C-4327,13,17109,0.1,5.7,0.67,18,3,2,1
C-4328,21,50802,0.87,6.5,0.83,2,4,3,0
C-4329,27,73020,0.74,13.8,0.28,19,5,3,0
C-4330,29,39622,0.72,5.2,0.11,3,2,4,0
C-4331,20,7597,0.59,9.2,0.43,0,8,0,0
C-4332,25,45597,0.73,2.4,0.21,7,0,0,0
C-4333,6,45954,0.94,1.4,0.43,14,10,0,0
C-4334,2,74519,0.7,12.3,0.99,4,5,1,0
C-4335,22,61115,0.34,10.4,0.57,19,5,2,0
C-4336,32,48151,0.61,4.8,0.69,11,7,4,1
C-4337,16,22040,0.5,7.3,0.68,19,4,3,0
C-4338,18,49772,0.6,2.3,0.82,19,8,0,0
C-4339,5,68832,0.57,10.0,0.94,3,8,3,0
C-4340,30,32916,0.87,1.4,0.66,14,1,2,1
C-4341,19,49871,0.69,10.7,0.48,5,4,4,0
C-4342,23,31372,0.27,7.9,0.32,4,6,0,1
C-4343,34,66707,0.16,4.3,0.36,10,1,0,1
C-4344,13,44080,0.48,12.1,0.33,13,6,4,1
C-4345,29,47722,0.11,13.8,0.32,10,8,3,1
C-4346,22,34048,0.39,3.9,0.69,8,7,2,0
C-4347,9,90205,0.43,11.4,0.59,9,9,2,1
C-4348,19,14777,0.44,10.6,0.2,5,8,2,1
C-4349,6,59711,0.98,10.6,0.97,10,3,3,1
C-4350,15,41331,0.37,13.4,0.43,8,7,3,0
C-4351,20,25968,0.34,7.1,0.57,4,8,0,0
C-4352,9,58969,0.22,9.6,0.7,9,9,3,1
C-4353,32,16292,0.56,11.6,0.61,19,1,1,0
C-4354,4,45794,0.24,7.0,0.31,13,9,4,1
C-4355,18,84459,0.65,7.0,0.8,5,2,3,0
C-4356,5,55192,0.24,4.8,0.11,3,0,2,1
C-4357,20,32703,0.62,11.0,0.57,9,0,3,1
C-4358,23,89193,0.84,9.8,0.27,10,9,0,0
C-4359,11,74165,0.14,6.6,0.62,15,5,4,1
C-4360,22,72650,0.48,6.2,0.22,6,0,4,1
C-4361,4,61516,0.51,1.5,0.77,17,4,2,1
C-4362,29,96110,0.81,0.6,0.23,6,5,4,0
C-4363,34,27257,0.52,7.6,0.89,14,8,1,0
C-4364,13,88509,0.61,6.1,0.86,18,5,4,1
C-4365,9,96273,0.81,11.2,0.36,17,3,2,0
C-4366,31,56672,0.6,7.8,0.39,14,0,4,1
C-4367,7,68308,0.42,13.1,0.7,17,5,3,0
C-4368,4,82583,0.18,3.1,0.09,2,6,0,0
C-4369,19,27113,0.76,13.9,0.08,0,4,3,1
C-4370,30,5694,0.88,4.5,0.14,0,5,1,0
C-4371,31,20588,0.97,9.2,0.56,6,9,1,0
C-4372,35,66756,0.93,7.3,0.15,9,7,0,0
C-4373,21,69085,0.82,5.4,0.28,11,0,0,0
C-4374,31,66142,0.68,2.4,0.65,7,7,0,0
C-4375,19,69373,0.8,2.3,0.02,16,10,0,0
C-4376,31,90603,0.49,10.1,0.18,13,1,4,1
C-4377,32,11704,0.64,5.6,0.93,16,1,3,1
C-4378,2,45136,0.41,13.5,0.66,5,7,1,0
C-4379,10,72507,0.39,4.9,0.31,19,1,4,1
C-4380,2,52361,0.78,13.8,0.05,16,7,0,0
C-4381,2,63847,0.51,3.3,0.59,19,4,2,0
C-4382,24,16441,0.29,1.9,0.22,7,8,2,1
C-4383,17,19677,0.28,4.7,0.96,12,8,3,1
C-4384,32,32818,0.87,12.5,0.69,15,7,1,1
C-4385,16,6868,0.71,7.5,0.97,11,8,1,0
C-4386,16,88591,0.59,2.3,0.85,16,6,3,0
C-4387,31,72264,0.46,3.2,0.48,17,7,0,0
C-4388,24,78168,0.49,4.7,0.67,7,5,0,0
C-4389,1,17043,0.15,8.5,0.81,17,8,1,1
C-4390,11,76939,0.51,5.0,0.58,10,1,1,1
C-4391,21,20732,0.82,10.6,0.06,12,2,1,1
C-4392,4,60244,0.45,8.8,0.47,11,1,0,1
C-4393,7,23526,0.45,12.3,0.13,14,5,2,1
C-4394,26,14340,0.11,7.3,0.71,2,2,3,1
C-4395,12,27394,0.51,5.0,0.68,2,10,3,0
C-4396,31,9102,0.12,13.9,0.99,5,0,4,1
C-4397,17,24159,0.61,5.3,0.63,2,3,4,1
C-4398,33,70092,0.56,6.3,0.8,8,4,2,0
C-4399,11,11212,0.86,11.4,0.27,10,10,1,0
C-4400,28,42405,0.62,1.7,0.34,7,3,2,1
C-4401,32,82061,0.39,5.7,0.92,3,5,4,0
C-4402,1,99296,0.56,1.7,0.76,19,2,4,0
C-4403,28,60186,0.73,2.4,0.66,14,9,3,1
C-4404,7,49239,0.18,0.6,0.25,4,5,2,1
C-4405,2,97993,0.66,0.6,0.7,6,9,0,1
C-4406,24,15532,0.92,5.6,0.89,7,0,4,0
C-4407,4,84054,0.37,11.4,0.23,6,5,3,0
C-4408,19,77012,0.66,8.4,0.71,7,7,1,0
C-4409,26,90279,0.84,9.1,0.39,3,9,2,0
C-4410,11,71540,0.56,7.5,0.12,0,7,4,1
C-4411,11,8271,0.75,11.6,0.76,4,0,0,0
C-4412,3,50482,0.38,12.4,0.17,10,6,4,1
C-4413,12,5209,0.38,12.0,0.25,3,9,0,0
C-4414,3,95999,0.7,11.5,0.78,1,9,2,0
C-4415,27,10539,0.73,3.0,0.74,16,3,0,1
C-4416,2,24977,0.94,8.5,0.25,11,5,0,0
C-4417,16,79142,0.3,8.4,0.94,1,5,3,0
C-4418,2,73684,0.52,7.6,0.22,8,4,2,0
C-4419,30,10607,0.33,7.0,0.99,5,9,4,0
C-4420,20,90122,0.17,1.7,0.74,5,8,1,1
C-4421,28,99786,0.46,1.9,0.39,17,10,2,1
C-4422,25,56939,0.44,12.7,0.13,2,9,2,0
C-4423,32,23594,0.34,9.0,0.32,14,7,1,0
C-4424,10,63382,0.37,4.0,0.19,6,5,4,0
C-4425,33,12399,0.42,4.3,0.62,12,3,3,1
C-4426,13,30117,0.99,8.7,0.36,9,3,4,1
C-4427,16,38617,0.8,6.0,0.3,3,8,1,0
C-4428,22,12498,0.16,6.5,0.76,15,3,4,1
C-4429,20,55624,0.89,1.3,0.23,8,6,2,1
C-4430,27,14628,0.67,2.4,0.59,9,5,3,1
C-4431,16,5329,0.9,5.8,0.19,18,1,0,1
C-4432,34,43619,0.41,9.9,0.71,16,4,4,0
C-4433,32,12032,0.52,1.1,0.63,0,2,0,1
C-4434,26,53094,0.91,5.0,0.8,12,8,3,1
C-4435,25,43034,0.35,9.9,0.07,3,9,0,0
C-4436,2,91158,0.92,11.2,0.21,14,0,4,1
C-4437,12,60264,0.85,3.1,0.15,9,9,1,0
C-4438,9,99120,0.98,10.4,0.19,19,3,2,1
C-4439,12,52850,0.39,13.4,0.1,8,3,2,0
C-4440,26,9722,0.31,12.7,0.56,7,8,0,1
C-4441,9,22772,0.4,11.2,0.59,19,0,2,1
C-4442,10,91105,0.96,10.1,0.84,5,1,2,1
C-4443,32,46679,0.4,3.7,0.42,9,0,1,0
C-4444,34,73771,0.61,9.1,0.53,19,0,0,1
C-4445,20,9576,0.46,9.2,0.99,16,0,1,1
C-4446,2,31707,0.46,6.0,0.53,4,2,1,1
C-4447,1,46632,0.27,7.2,0.57,13,10,3,1
C-4448,24,46476,0.58,9.9,1.0,16,3,0,1
C-4449,27,35285,0.86,13.4,0.99,10,9,1,0
C-4450,2,29154,0.14,4.5,0.42,3,1,4,1
C-4451,31,25054,0.9,3.8,0.63,16,0,2,1
C-4452,14,22165,0.7,8.6,0.48,1,4,0,0
C-4453,2,19439,0.66,2.3,0.72,0,5,3,1
C-4454,29,49518,0.66,8.4,0.94,17,1,1,0
C-4455,15,93051,0.37,1.7,0.31,6,2,4,0
C-4456,12,31962,0.47,7.1,0.82,5,9,2,0
C-4457,28,58934,0.82,8.9,0.65,5,2,2,1
C-4458,20,42763,0.38,1.4,0.28,13,1,4,1
C-4459,24,69094,0.52,3.3,0.8,11,3,0,1
C-4460,21,24464,0.12,5.0,0.43,13,4,2,0
C-4461,10,47036,0.76,5.5,0.12,13,7,2,1
C-4462,14,38270,0.48,9.6,0.99,11,5,2,0
C-4463,18,47299,0.57,7.6,0.43,8,8,1,0
C-4464,24,90805,0.2,5.7,0.54,8,2,1,1
C-4465,14,36541,0.99,6.6,0.81,1,9,2,0
C-4466,34,78545,0.37,0.7,0.96,17,8,3,1
C-4467,12,87543,0.67,10.9,0.87,4,10,2,0
C-4468,22,96998,0.62,1.1,0.53,11,10,0,0
C-4469,6,82078,0.81,11.7,0.55,13,3,3,1
C-4470,22,87970,0.36,7.8,0.28,12,7,0,0
C-4471,14,34765,0.78,7.6,0.46,2,9,4,0
C-4472,16,28769,0.44,10.0,0.95,14,6,4,0
C-4473,25,93001,0.47,12.1,0.73,14,6,1,0
C-4474,32,92404,0.71,13.2,0.01,2,8,1,0
C-4475,33,25156,0.81,7.8,0.12,19,9,1,0
C-4476,20,90836,0.7,2.5,0.92,18,1,4,0
C-4477,18,55481,0.91,12.4,0.85,14,4,0,0
C-4478,3,18435,0.36,1.0,0.49,18,2,3,1
C-4479,23,74650,0.91,11.4,0.62,7,6,1,0
C-4480,32,51336,0.22,9.7,0.29,12,2,4,0
C-4481,16,41135,0.69,12.7,0.79,9,4,1,0
C-4482,5,78631,0.59,12.6,0.6,1,4,2,0
C-4483,4,42909,0.55,1.2,0.69,10,1,3,0
C-4484,21,74487,0.38,8.7,0.37,18,10,0,0
C-4485,14,26468,0.55,2.2,0.43,8,0,1,0
C-4486,31,97609,0.25,1.6,0.21,8,5,2,1
C-4487,14,52655,0.43,6.6,0.95,5,0,2,0
C-4488,6,39341,0.19,1.8,0.95,9,8,3,1
C-4489,12,69182,0.61,10.3,0.82,7,9,4,0
C-4490,16,56786,0.19,13.6,0.94,14,4,4,1
C-4491,17,73304,0.24,8.2,0.67,5,0,1,1
C-4492,23,51514,0.18,3.7,0.23,6,7,1,0
C-4493,14,38979,0.44,11.9,0.76,19,0,4,1
C-4494,7,95887,0.86,12.0,0.33,16,3,0,1
C-4495,32,85981,0.92,10.4,0.44,3,6,0,0
C-4496,15,60107,0.16,8.8,0.27,7,3,2,1
C-4497,17,6160,0.67,12.2,0.42,12,4,3,0
C-4498,34,92897,0.72,2.7,0.68,13,6,0,0
C-4499,5,77577,0.58,13.1,0.11,17,3,1,1
C-4500,27,89303,0.7,13.3,0.11,16,4,0,0
C-4501,23,15846,0.31,12.3,0.68,17,6,3,1
C-4502,14,24924,0.54,3.9,0.78,13,0,1,0
C-4503,15,18882,0.45,12.1,0.55,10,2,3,1
C-4504,33,85274,0.18,7.2,0.18,9,0,4,1
C-4505,31,91555,0.66,8.5,0.43,12,2,3,1
C-4506,35,6095,0.55,11.8,0.76,19,10,3,0
C-4507,17,45983,0.35,0.9,0.69,15,1,3,0
C-4508,28,19123,0.53,5.4,0.11,13,4,1,0
C-4509,19,98668,0.8,11.5,0.97,2,9,3,0
C-4510,23,71615,0.82,11.5,0.22,17,4,3,0
C-4511,32,50278,0.68,12.0,0.22,5,9,2,1
C-4512,13,95290,0.52,2.8,0.46,19,8,1,0
C-4513,20,56999,0.62,10.0,0.33,2,7,3,0
C-4514,35,36153,0.45,2.5,0.98,18,2,0,0
C-4515,5,23344,0.21,11.1,0.08,2,0,3,0
C-4516,9,42656,0.45,3.8,0.31,11,4,0,0
C-4517,29,75515,0.58,10.5,0.38,7,10,4,0
C-4518,6,6212,0.64,6.6,0.49,4,2,4,1
C-4519,25,14001,0.94,13.8,0.02,16,4,1,0
C-4520,31,83784,0.8,8.3,0.08,9,8,1,0
C-4521,22,86144,0.24,9.0,0.26,16,10,4,1
C-4522,2,41427,0.26,5.5,0.55,8,0,1,1
C-4523,5,36368,0.19,10.4,0.77,12,0,0,1
C-4524,27,75819,0.76,7.2,0.69,9,8,0,0
C-4525,25,66160,0.74,0.7,0.57,7,2,2,0
C-4526,8,30854,0.99,8.7,0.4,6,9,1,0
C-4527,1,15715,0.57,11.7,0.87,1,4,1,0
C-4528,20,86701,0.84,3.7,0.46,1,8,2,0
C-4529,23,63784,0.62,3.5,0.3,3,10,3,0
C-4530,32,31797,0.89,8.7,0.63,8,4,0,0
C-4531,11,52573,0.75,11.5,0.69,13,2,3,1
C-4532,24,81120,0.68,3.9,0.4,10,8,2,0
C-4533,11,19780,0.61,13.1,0.03,6,6,1,0
C-4534,29,42905,0.75,13.0,0.09,18,6,3,1
C-4535,26,26573,0.48,3.2,0.85,3,7,1,0
C-4536,16,38359,0.19,4.1,0.06,1,10,2,1
C-4537,35,71062,0.14,10.0,0.59,18,4,4,1
C-4538,20,78391,0.53,13.3,0.18,17,1,1,1
C-4539,3,48463,0.64,10.1,0.23,6,10,3,1
C-4540,1,21571,0.17,6.5,0.27,10,8,3,1
C-4541,1,24142,0.36,2.8,0.04,9,2,2,1
C-4542,17,30104,0.39,6.7,0.18,10,10,3,0
C-4543,2,13625,0.61,8.7,0.65,8,1,0,0
C-4544,29,44199,0.35,5.0,0.5,2,9,1,0
C-4545,20,20926,0.19,7.4,0.8,4,9,0,0
C-4546,6,36218,0.25,2.3,0.06,0,4,2,0
C-4547,8,49472,0.26,6.6,0.89,0,7,0,0
C-4548,29,96916,0.86,1.7,1.0,19,2,0,1
C-4549,33,25566,0.36,1.2,0.02,4,5,1,0
C-4550,3,61125,0.74,12.1,0.97,18,8,1,1
C-4551,35,38205,0.61,3.3,0.24,5,1,4,0
C-4552,5,34717,0.98,8.3,0.69,2,7,0,0
C-4553,27,54984,0.35,2.5,0.29,12,9,1,0
C-4554,12,30135,0.24,4.0,0.52,16,6,0,0
C-4555,20,33164,0.15,5.4,0.51,2,2,0,1
C-4556,20,79489,0.32,2.4,0.36,2,0,2,1
C-4557,9,43562,0.72,1.1,0.72,12,5,2,1
C-4558,4,74110,0.18,12.3,0.6,1,1,0,0
C-4559,19,25169,0.32,0.7,0.51,2,2,2,1
C-4560,27,64858,0.87,1.3,0.98,19,4,1,0
C-4561,13,26604,0.62,11.4,0.94,15,10,0,1
C-4562,13,94670,0.16,4.3,0.96,11,7,2,1
C-4563,22,93738,0.14,10.3,0.88,8,1,1,1
C-4564,28,5684,0.16,2.5,0.26,15,5,0,1
C-4565,22,13007,0.95,3.7,0.35,3,0,0,0
C-4566,19,46787,0.86,8.2,0.23,19,6,2,0
C-4567,8,54582,0.86,13.8,0.99,17,3,1,0
C-4568,8,79791,0.93,1.5,0.15,0,0,0,1
C-4569,26,88629,0.55,5.9,0.37,6,8,0,0
C-4570,26,10782,0.32,1.1,0.2,19,8,4,0
C-4571,23,71770,0.46,3.2,0.22,11,10,0,1
C-4572,13,62645,0.75,12.8,0.25,7,2,4,1
C-4573,28,36996,0.89,1.8,0.64,7,5,4,0
C-4574,9,34204,0.49,12.1,0.08,8,6,1,0
C-4575,20,22152,0.58,2.9,0.57,13,3,3,1
C-4576,19,60186,0.94,12.1,0.82,19,5,4,0
C-4577,12,95555,0.2,7.8,0.77,4,8,1,1
C-4578,15,90024,0.88,12.4,0.15,19,9,2,0
C-4579,31,24689,0.24,2.5,0.91,1,5,4,1
C-4580,14,55690,0.54,10.8,0.77,9,6,3,0
C-4581,11,99042,0.3,9.7,0.01,8,5,2,0
C-4582,26,88251,0.64,7.8,0.74,6,6,4,0
C-4583,27,62320,0.6,11.4,0.74,17,0,4,0
C-4584,11,69226,0.44,9.3,0.5,11,5,3,0
C-4585,34,61091,0.88,12.3,0.05,10,8,0,0
C-4586,19,84301,0.69,5.6,0.58,9,10,3,0
C-4587,6,26942,0.75,8.5,0.77,12,2,1,0
C-4588,28,43712,0.24,12.3,0.27,8,5,1,0
C-4589,1,70277,0.89,3.4,0.67,15,3,3,0
C-4590,35,54632,0.25,7.1,0.35,16,6,3,1
C-4591,8,43031,0.3,13.5,0.57,4,6,3,0
C-4592,7,25478,0.22,6.9,0.38,5,8,3,1
C-4593,11,27551,0.5,3.9,0.3,9,3,3,1
C-4594,4,53068,0.9,5.2,0.86,10,7,4,0
C-4595,25,98608,0.33,12.4,0.75,1,7,2,0
C-4596,12,40561,0.44,13.4,0.35,6,7,1,1
C-4597,26,7892,0.86,13.3,0.43,13,7,1,0
C-4598,12,29395,0.66,9.9,0.69,3,5,2,0
C-4599,24,23756,0.78,7.4,0.81,4,7,3,0
C-4600,16,92710,0.29,3.0,0.68,18,5,2,1
C-4601,13,39651,0.74,2.2,0.54,19,9,3,0
C-4602,25,71333,0.3,1.3,0.95,9,1,1,0
C-4603,4,78745,0.99,0.7,0.77,5,2,0,0
C-4604,11,54306,0.6,12.4,0.12,1,5,1,0
C-4605,32,26346,0.73,11.4,0.56,2,6,1,1
C-4606,7,33024,0.21,8.2,0.41,14,3,0,1
C-4607,11,99950,0.33,14.0,0.79,9,0,2,1
C-4608,28,45818,0.23,13.4,0.04,16,3,4,1
C-4609,23,10947,0.45,9.3,0.41,6,5,3,0
C-4610,23,80153,0.36,6.8,0.32,1,7,3,0
C-4611,28,91240,0.76,2.6,0.14,6,3,1,0
C-4612,26,99238,0.2,7.5,0.38,14,9,0,0
C-4613,25,72428,0.78,2.6,0.67,2,0,1,0
C-4614,29,34754,0.14,5.9,0.36,4,4,1,0
C-4615,19,68355,0.28,13.2,0.58,7,6,2,1
C-4616,33,63241,0.81,5.1,0.59,3,5,3,0
C-4617,14,73960,0.77,2.6,0.59,17,2,4,0
C-4618,14,18418,0.53,8.4,0.53,18,6,0,0
C-4619,35,93593,0.14,8.6,0.12,7,3,4,1
C-4620,30,60184,0.65,3.1,0.22,5,4,0,0
C-4621,28,9833,0.47,3.2,0.8,4,10,3,0
C-4622,17,80430,0.38,13.9,0.5,4,6,2,0
C-4623,3,46833,0.68,3.8,0.71,16,1,4,1
C-4624,16,5565,0.49,11.8,0.57,5,3,0,0
C-4625,30,45180,0.18,6.8,0.04,12,3,1,0
C-4626,29,23402,0.92,6.4,0.8,8,5,3,1
C-4627,15,47845,0.8,4.5,0.06,11,10,2,0
C-4628,25,80851,0.15,10.9,0.94,9,6,1,1
C-4629,23,17834,0.57,12.4,0.22,0,3,2,1
C-4630,25,72850,0.18,4.0,0.51,10,9,0,0
C-4631,7,42180,0.85,1.8,0.06,5,0,1,1
C-4632,22,8883,0.65,2.3,0.89,2,0,2,0
C-4633,17,80587,0.26,11.2,0.98,5,4,3,0
C-4634,18,16695,0.12,6.4,0.15,8,0,4,1
C-4635,10,28123,0.13,2.3,0.3,7,2,4,1
C-4636,10,63481,0.56,5.1,0.02,14,8,1,0
C-4637,7,78438,0.76,7.4,0.79,5,2,3,1
C-4638,27,22573,0.21,12.0,0.31,10,2,3,1
C-4639,33,99910,0.3,9.2,0.59,9,8,2,0
C-4640,1,61494,0.39,2.9,0.04,10,4,1,0
C-4641,34,17288,0.3,2.6,0.72,3,7,3,0
C-4642,4,51978,0.45,6.1,0.53,12,9,2,0
C-4643,17,77420,0.6,1.5,0.72,7,8,3,1
C-4644,4,81095,0.72,10.7,0.79,19,5,1,0
C-4645,26,59672,0.97,5.9,0.09,14,6,3,1
C-4646,4,66821,0.94,5.1,0.58,6,6,3,0
C-4647,1,88661,0.61,7.4,0.65,0,6,3,0
C-4648,7,74224,0.76,10.1,0.52,8,3,4,1
C-4649,30,94405,0.96,8.2,0.18,7,1,0,1
C-4650,9,59796,0.18,11.3,0.8,1,1,1,0
C-4651,35,49706,0.11,9.0,1.0,13,6,4,0
C-4652,8,9023,0.13,11.1,0.97,11,9,0,1
C-4653,24,87636,0.61,9.9,0.78,16,6,3,0
C-4654,19,41735,0.79,3.1,0.42,18,9,3,0
C-4655,27,77959,0.43,1.2,0.34,5,6,4,0
C-4656,32,44218,0.59,12.7,0.07,4,7,2,0
C-4657,14,17213,0.56,13.3,0.42,5,2,1,0
C-4658,18,33460,0.19,10.3,0.16,2,10,0,0
C-4659,28,69680,0.39,10.3,0.25,15,4,3,0
C-4660,29,36017,0.12,4.1,0.89,17,5,1,0
C-4661,16,97038,0.2,7.8,0.97,13,7,3,0
C-4662,35,35990,0.83,13.9,0.95,14,7,3,0
C-4663,31,24515,0.85,12.1,0.19,3,9,3,0
C-4664,4,34991,0.82,4.6,0.9,10,2,1,0
C-4665,17,12634,0.75,4.6,0.14,4,3,4,1
C-4666,26,82034,0.81,7.0,0.51,8,5,1,1
C-4667,4,81452,0.7,6.0,0.64,4,3,1,0
C-4668,30,34377,0.7,5.5,0.46,6,9,2,0
C-4669,30,38001,0.7,9.0,0.95,17,3,2,1
C-4670,22,6391,0.56,0.7,0.33,17,4,4,1
C-4671,11,70206,0.43,10.8,0.53,19,9,2,0
C-4672,2,47215,0.76,10.5,0.08,1,6,4,0
C-4673,12,84720,0.37,11.7,0.85,12,1,3,1
C-4674,30,32114,0.59,11.9,0.41,12,1,3,0
C-4675,18,16882,0.49,8.1,0.7,16,9,1,0
C-4676,26,22273,0.35,11.0,0.68,16,8,3,0
C-4677,7,50647,0.98,7.1,0.68,5,3,2,0
C-4678,1,87665,0.33,13.3,0.51,13,4,0,0
C-4679,26,69892,0.38,3.1,0.28,13,2,1,1
C-4680,23,47679,0.25,12.9,0.63,11,1,4,1
C-4681,26,5427,0.84,4.0,0.96,4,9,3,0
C-4682,6,71267,0.63,1.9,0.83,4,7,1,0
C-4683,6,5799,0.65,6.4,0.11,3,3,1,1
C-4684,8,60659,0.84,8.8,0.02,12,0,1,1
C-4685,24,99409,0.41,3.6,0.5,3,5,3,0
C-4686,22,12025,0.27,8.0,0.78,17,5,4,0
C-4687,19,19481,0.28,11.4,0.31,15,1,1,1
C-4688,18,30411,0.76,4.0,0.7,17,1,1,0
C-4689,31,19961,0.65,8.3,0.93,1,7,1,0
C-4690,30,26767,0.29,5.1,0.46,3,10,3,1
C-4691,33,56690,0.23,7.7,0.24,19,6,2,1
C-4692,10,57870,0.21,9.5,0.92,16,1,4,1
C-4693,12,41135,0.67,5.2,0.47,19,9,1,0
C-4694,30,69514,0.1,13.9,0.41,5,0,1,1
C-4695,27,91928,0.12,8.1,0.35,17,10,1,0
C-4696,9,83798,0.45,11.6,0.42,19,7,3,0
C-4697,21,75765,0.72,10.3,0.67,6,9,2,0
C-4698,12,28772,0.73,12.0,0.43,12,1,1,1
C-4699,29,23799,0.49,2.8,0.32,8,4,1,0
C-4700,33,28555,0.72,3.5,0.74,1,5,3,0
